"basec_id","project_title","multi_or_monocentric","principal_investigator","investigational_sites","type","study_phase","study_category","lead_ec","local_ecs","final_decition_date"
2017-01104,Bern Registry of Mitral Valve Interventions,monocentric,"Prof. Dr. Stephan
Windecker","Inselspital
Universitätsklinik für
Kardiologie, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,28.09.2017
2017-01145,"Untersuchung der motorischen
Fertigkeiten bei Patienten mit Asperger-
Syndrom im Erwachsenenalter in der
Schweiz",monocentric,"PD Dr. med. Sebastian
Walther","Universitätsklinik für
Psychiatrie und
Psychotherapie Bern UPD
AG, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,30.08.2017
2017-01147,"MO29872: A Phase III, Open-label,
multicenter, randomized study to
investigate the efficacy and safety of
atezolizumab compared with
chemotherapy in patients with treatment-
naïve advanced or recurrent (Stage IIIB not
amenable for multimodality treatment) or
metastatic (Stage IV) non-small cell lung
cancer who are Deemed unsuitable for
platinum-containing therapy",multicentric,Dr. med. Daniel Rauch,"Spital STS AG , Thun
Ospedale San Giovanni,
Bellinzona
Kantonsspital Winterthur,
Winterthur",clinical trial,phase 3,B,"Kantonale
Ethikkommission Bern","Kantonale
Ethikkommission
Zürich
Comitato etico
cantonale Ticino",01.11.2017
2017-01157,Chronic neuropathic pain after surgery,monocentric,Prof. Dr. Ulrike Stamer,"Inselspital, University of
Bern, Department of
Anaesthesiology and Pain
Medicine, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,25.07.2017
2017-01166,Brain and decision making in groups,monocentric,"Professor Dr. med. René
Müri","Inselspital Bern, Bern",clinical trial,,A,"Kantonale
Ethikkommission Bern",,23.08.2017
2017-01173,"Early experience with transnasal
humidified rapid insufflation ventilatory
exchange (THRIVE) for pediatric
endoscopic airway surgery",monocentric,PD Dr. med. Lorenz Theiler,"Dept Anaesthesiology and
Pain Therapy, University
Hospital Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,25.07.2017
2017-01176,"Stroke treatment goes personalized:
Gaining added diagnostic yield by
computer-assisted treatment selection",monocentric,Prof. Dr. med. Jan Gralla,"Inselspital Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,25.07.2017
2017-01197,"Effects of transcranial electric stimulation
on associative memory formation in
healthy elderly participants as well as in
individuals with memory impairment",monocentric,"Prof. Dr. med. Stefan
Klöppel","Universitätsklinik für
Alterspsychiatrie und
Psychotherapie UPD, Bern",clinical trial,,A,"Kantonale
Ethikkommission Bern",,09.11.2017
2017-01198,"Karpale Instabilität nach distaler
Scaphoidpolresektion, partieller und
totaler Trapezektomie",monocentric,Dr. med. Luzian Haug,"Klinik für Plastische- und
Handchirurgie, Bern",deceased persons,,,"Kantonale
Ethikkommission Bern",,29.08.2017
2017-01201,"Evaluation der diagnostischen Genauigkeit
von State of the Art post-mortem Imaging
verglichen mit der klinisch-pathologischen
Autopsie",monocentric,"Herr Dr. med. Wolf-Dieter
Zech","Institut für Rechtsmedizin
Bern, Bern",deceased persons,,,"Kantonale
Ethikkommission Bern",,30.08.2017
2017-01215,"Ambulante Betreuung durch eine
Advanced Practice Nurse – Erfahrungen
von Patienten mit atopischer Dermatitis:
eine qualitative Evaluationsstudie",monocentric,PD Dr. Elisabeth Spichiger,"Direktion Pflege/MTT,
Insel Gruppe, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,29.08.2017
2017-01223,"Pedometer-based activity monitoring after
autologous transplantation in lymphoma
and myeloma patients (PAMAL trial).",monocentric,Professor Thomas Pabst,"Department of Medical
Oncology; University
Hospital; Freiburgstrasse,
3010 Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,08.09.2017
2017-01226,"Non-progressive congenital cerebellar
disorders in childhood",monocentric,"Prof. Dr. med. Maja
Steinlin","University Children's
Hospital, Berne","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,14.08.2017
2017-01240,"NITIMIB-Trial. Neoadjuvant
Immunotherapy with Durvalumab in
Combination with Tremelimumab in
Patients with Muscle-invasive Bladder
cancer ineligible for Cisplatin-based
Chemotherapy. A single center, Open-
label, Phase II trial.",monocentric,Julian Schardt,"Universitätsklinik für
Onkologie, Bern",clinical trial,phase 2,C,"Kantonale
Ethikkommission Bern",,16.11.2017
2017-01255,"A Double-Blind, Placebo-Controlled,
Randomized-Withdrawal, Multicenter
Study of the Efficacy and Safety of JZP-258
in Subjects with Narcolepsy with Cataplexy",multicentric,Dr. Markus Schmidt,"Inselspital Bern,
Universitätsklinik für
Neurologie, Bern
Klinik Barmelweid,
Barmelweid",clinical trial,phase 3,C,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",20.12.2017
2017-01267,"Erfassung von patientenbezogenen und
genetischen Risikofaktoren, welche mit
einer reduzierten Nierenfunktion nach
Transplantation von Soliden Organen
(Leber, Niere) assoziiert sind",monocentric,Dr. Daniel Sidler,"Klinik für Nephrologie ,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,13.09.2017
2017-01284,"Emergent Surgical Abdominal Disease in
Octogenarians",monocentric,"PD Dr. med. Beat
Schnüriger","Universitätsklinik für
Viszerale Chirurgie und
Medizin, Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,05.10.2017
2017-01315,"ASAP ECMO: Antibiotic, Sedative and
Analgesic Pharmacokinetics during
Extracorporeal Membrane Oxygenation: a
multi-centre study to optimise drug
therapy during ECMO",monocentric,"PD Dr. med Dr. phil Yok Ai
QUE","Inselspital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,09.11.2017
2017-01322,"Cancer metabolism-Investigation on
human lung and pancreatic cancer tissues",monocentric,"Prof. Georgia
Konstantinidou","Institute of Pharmacology,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,09.08.2017
2017-01326,"A Phase II Trial investigating the benefit of
immunotherapy with durvalumab after
autologous transplant in high-risk diffuse-
large B-cell lymphomas.",monocentric,Prof. Thomas Pabst,"Inselspital, Bern",clinical trial,phase 2,C,"Kantonale
Ethikkommission Bern",,28.09.2017
2017-01332,"Retrospective study to evaluate the patient
demographic, disease
characteristic, treatment pattern and
healthCare resource utilization in
patients with active non-infectious,
intermediate, pOsterior or Panuveitis in
specialized ophthalmological clinical
cEnters
“eyeCOPE”",multicentric,"Prof. Dr. med. Justus
Gerhard Garweg","Berner Augenklinik am
Lindenhofspital, 3012 Bern
Stadtspital Triemli, Zuerich","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern","Kantonale
Ethikkommission
Zürich",10.08.2017
2017-01358,"Retrospective analysis of bacterial and
fungal keratitis",monocentric,"PD Dr. Christoph
Tappeiner","Universitätsklinik für
Augenheilkunde,
Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,12.09.2017
2017-01369,"Retrospektive Studie der
Neuroimmunologischen Patientenkohorte
des Inselspitals Bern zur Evaluation von
Erkrankungs- und Therapieverläufen
zwecks multidimensionalem Outcome-
Vergleich (NI- Registry)",monocentric,Dr. med. Anke Salmen,"Inselspital Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,15.08.2017
2017-01371,"Fecal microbiota and immunglobulin
coating trajectories in IBD : from active
disease to remission",monocentric,"PD Dr. Med. Pascal
Juillerat","Inselspital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,14.11.2017
2017-01394,"Connection between Cleft Lip/Palate (CLP)
and Wound Healing: in vitro analysis",monocentric,Dr. Martin Degen,"ZMK, University of Bern,
Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,21.12.2017
2017-01400,"BLEEDING RISK OF CEREBRAL CAVERNOUS
MALFORMATIONS IN PATIENTS ON BETA
BLOCKER MEDICATION: A COHORT STUDY",monocentric,"Dr. med. Johannes
Goldberg","Universitätsklinik für
Neurochirurgie, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,12.09.2017
2017-01445,"PIONEER III: A Prospective Multicenter
Global Randomized Controlled Trial
Assessing the Safety and Efficacy of the
BuMA SupremeTM Biodegradable Drug
Coated Coronary Stent System for
Coronary Revascularization in Patients with
Stable Coronary Artery Disease or Non-ST
Segment Elevation Acute Coronary
Syndromes",multicentric,Prof Stephan Windecker,"Inselsspitel, University
Hospital, Bern
University Hospital
Geneva HUG, Clinic for
Cardiology, CH-1211
Geneva",clinical trial,phase 3,C,"Kantonale
Ethikkommission Bern","Commission
cantonale d'éthique
de la recherche CCER",13.11.2017
2017-01447,"""Intra-operative navigation-guided liver
brachytherapy in patients with liver
metastases of colorectal cancer- A
feasibility study.""",monocentric,Evelyn Herrmann,"Inselspital Bern /
Unibversitätsklinik für
Radio-Onkologie, 3010
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,09.11.2017
2017-01453,"FEAR-Following Excitement and Anxyiety
Response under intravitreal Injection",monocentric,"Professor Martin
Zinkernagel","Dept. of Ophthalmology,
University Hospital Bern,
Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,17.10.2017
2017-01461,"CoreHip®: Prospective, Non-Interventional,
Multicenter Post-Market Clinical Follow-up
Study",multicentric,Dr. Andreas Ottersbach,"Spital Brig, CH - 3902 Brig
Luzerner Kantonsspital
Sursee, CH - 6210 Sursee","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",25.10.2017
2017-01471,"A descriptive single centre observational
study to analyse retrospective, routinely
collected, health related, coded patient
data in combination with prospective
collected, health-related, coded patient
data based on an examination and  a
questionnaire.",monocentric,Dr. med. Luzian Haug,"Klinik für Handchirurgie,
Inselspital Bern, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,05.10.2017
2017-01480,"Optimized Perioperative Antibiotic
Prophylaxis in Radical cystectomy",monocentric,"Dr.med. Maria Christine
Thurnheer","Inselspital,
Universtitätsklinik für
Infektiologie, Bern",clinical trial,,A,"Kantonale
Ethikkommission Bern",,31.10.2017
2017-01510,"MO39129 / STASEY
A SINGLE-ARM, MULTICENTER PHASE IIIB
CLINICAL TRIAL TO EVALUATE THE SAFETY
AND TOLERABILITY OF PROPHYLACTIC
EMICIZUMAB IN HEMOPHILIA A PATIENTS
WITH INHIBITORS",monocentric,"Prof. Dr. med. Johanna
Kremer Hovinga","Inselspital, Bern",clinical trial,phase 3,C,"Kantonale
Ethikkommission Bern",,28.11.2017
2017-01522,"Epitope spreading in pemphigus (TP7 of
FOR 2497_PEGASUS project), SNF-310030E-
171664",monocentric,Professor Luca Borradori,"Bern Universitätsspital,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,27.10.2017
2017-01529,"Limb salvage in acute ischemia due to
thrombosed popliteal artery aneurysm",monocentric,Dr. med. Thomas Wyss,"Herz- und Gefässchirurgie,
Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,02.11.2017
2017-01534,"Retrospective data analysis of patients
treated for alveolar echinococcis at the
Department of Visceral Surgery and
Medicine of the University Hospital Bern
between 1971- 2017",monocentric,PD Dr. Anja Lachenmayer,"University Hospital Bern,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,09.11.2017
2017-01540,"Non-inferiority study for visual field mean
defect estimation using SORS with an
OCTOPUS 900 perimeter on healthy and
glaucoma subjects",monocentric,Dr. med. René Höhn,"Bern University Hospital,
Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,19.10.2017
2017-01563,"Retrospective study in the use of the
alfapump and the Treatment of Malignant
Ascites",monocentric,Dr Guido Stirnimann,"Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,09.11.2017
2017-01566,"Sarcomatoid urothelial Carcinoma of the
Urinary Bladder: histologic pattern and
molecular taxonomy",monocentric,MD/Attila Kollar,"Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,14.11.2017
2017-01578,"Clinical outcomes and predictors of
prognosis in patients experiencing out-of-
hospital cardiac arrest and undergoing a
coronary angiography (CAG) with or
without percutaneous coronary
intervention (PCI) during the
hospitalization following the cardiac Arrest
(OHCA Registry).",monocentric,Prof. Dr. Marco valgimigli,"Inselspital,
Universitätsspital Bern,
Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,01.11.2017
2017-01589,"Investigation of liver disease in patients
with alpha1-antitrypsin deficiency",monocentric,PD Dr. Felix Stickel,"Privatklinikgruppe
Hirslanden, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,06.11.2017
2017-01590,"Establishment of a cell-based assay for the
diagnosis of allergies",monocentric,Dr. Alexander Eggel,"University Hospital Bern,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,31.10.2017
2017-01593,"Evaluation of optic nerve conduction delay
with a polarisation-red-test",monocentric,"PD Dr. med. Christoph
Tappeiner","Universitätsklinik für
Augenheilkunde,
Inselspital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,25.10.2017
2017-01627,"Spinal cord perfusion matters- correlation
of Somatosensory Evoked Potential and
Mean Arterial Blood Pressure",monocentric,Dr. med. Kathleen Seidel,"Universitätsklinik für
Neurochirurgie, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,01.11.2017
2017-01637,"Outcome of medial thigh lift with limited
skin undermining and periosteal anchoring
of dermal flaps in post-bariatric patients",monocentric,Dr. med. Radu Olariu,"Klinik für Plastische- und
Handchirurgie, Inselspital
Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,01.11.2017
2017-01640,"Is cytology equal to punch biopsy in vulvar
dysplasia?",monocentric,"Prof. Dr. med. Annette
Kuhn","Frauenklinik Inselspital
Bern, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,14.11.2017
2017-01641,"Retrospective data analysis on nutrition
delivered in the ICU",monocentric,Prof. Stephan Jakob,"Inselspital Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,26.10.2017
2017-01659,"Effect of impression technique on 3D
model accuracy in the palate",monocentric,"Dr.med.dent. Nikolaos
Gkantidis","Zahnmedizinische Kliniken
der Universität Bern, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,28.11.2017
2017-01691,"Esophageal 3D Mapping System for Cardiac
Arrhythmias: Pilot study to establish basis
for improved arrhythmia diagnostics using
the esoECG-3D catheter",monocentric,"Prof. Dr. med. Hildegard
Tanner","University Hospital
Inselspital Bern, Bern",clinical trial,,C,"Kantonale
Ethikkommission Bern",,16.11.2017
2017-01694,"The role of Campylobacter concisus in
Children and Adolescents with
Inflammatory Bowel Disease",monocentric,Dr Christiane Sokollik,"Kinderklinik, Inselspital,
Universität Bern, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,04.12.2017
2017-01698,"(De) Eine sekundäre Intervention nach
vorangehender Ureterschienung bei
symptomatischen Ureterkonkrementen ist
in der Mehrzahl der Fälle nicht nötig.
(En) Secondary intervention due to
symptomatic ureteral stones is not
necessary in the majority of patients after
previous ureteral stenting.",monocentric,PD Dr. med. Beat Roth,"Universitätsklinik für
Urologie, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,22.11.2017
2017-01722,"Pilot study: Feasibility of Pediatric Robotic
Cochlear Implantation",monocentric,Prof. Dr. med.,"Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,09.11.2017
2017-01724,"Performance Under SGLT2-Inhibitors in
Humans: PUSH Study",monocentric,Dr. Devine Frundi,"Berner Klinik Montana,
Crans-Montana","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,21.12.2017
2017-01739,"Does diagnostic hysteroscopy and
antibiotic treatment according to
endometrial evaluation influence time to
life birth in women with recurrent
miscarriages (RM) or recurrent
implantation failure (RIF)?",monocentric,"Dr. med. Alexandra Kohl
Schwartz","Inselspital Bern,
Frauenklinik, 3010 Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,28.11.2017
